Delivery_Date,Delivery_ID,Delivery_Partner,Package_Type,Vehicle_Type,Delivery_Mode,Region,Weather_Condition,Distance_KM,Package_Weight_KG,Delivery_Time,Expected_Time,Delayed,Delivery_Status,Delivery_Rating,Delivery_Cost
15-10-2025,923350,amazon logistics,groceries,van,standard,west,stormy,3.6,7,08:00:00 PM, 07:40:00 PM,no,delivered,5,95.67
16-10-2025,923440,delhivery,automobile parts,truck,standard,west,hot,118.2,31.3,08:15:00 PM, 08:10:00 PM,no,delivered,4,684.93
17-10-2025,923530,delhivery,documents,ev van,standard,east,cold,58.8,49.5,08:30:00 PM, 08:28:00 PM,no,delivered,5,442.89
18-10-2025,923620,ekart,groceries,ev van,express,east,cold,144.7,13.8,08:45:00 PM, 08:30:00 PM,yes,delayed,3,814.96
19-10-2025,923710,delhivery,clothing,ev van,express,central,foggy,148.3,40.7,09:00:00 PM, 08:28:00 PM,yes,delayed,2,913.48
20-10-2025,923800,amazon logistics,fragile items,ev van,same day,central,stormy,117.7,24.4,10:25:00 AM,12:00:00 PM,yes,delayed,3,761.58
21-10-2025,923890,delhivery,pharmacy,truck,express,central,stormy,17.3,30.4,10:30:00 AM,12:00:00 PM,yes,delayed,3,227.64
22-10-2025,923980,fedex,electronics,scooter,express,south,rainy,70.1,24.2,10:30:00 AM,12:00:00 PM,yes,delayed,2,472.98
23-10-2025,924070,amazon logistics,cosmetics,bike,standard,south,stormy,79.1,15.5,10:35:00 AM, 10:29:00 AM,no,delivered,5,442.12
24-10-2025,924160,xpressbees,fragile items,ev van,same day,north,foggy,139.9,45.6,10:40:00 AM,10:34:00 AM,no,delivered,4,936.27
25-10-2025,924250,ekart,cosmetics,bike,express,central,hot,127.6,17,11:45:00 AM, 11:08:00 AM,no,delivered,4,739.03
26-10-2025,924340,fedex,fragile items,bike,same day,west,cold,61.3,6.4,11:50:00 AM,11:41:00 AM,no,delivered,4,425.7
27-10-2025,924430,fedex,documents,van,standard,central,hot,182.9,17.6,12:00:00 PM,11:52:00 AM,no,delivered,5,967.39
28-10-2025,924520,xpressbees,groceries,ev bike,same day,west,rainy,141.4,33,12:15:00 PM,12:07:00 PM,no,delivered,3,905.91
29-10-2025,924610,dhl,fragile items,ev bike,two day,south,cold,67.1,24.4,12:30:00 PM,12:13:00 PM,no,delivered,3,408.64
30-10-2025,924700,ekart,pharmacy,scooter,same day,south,rainy,24.1,12.3,12:45:00 PM,12:21:00 PM,no,delivered,5,257.43
31-10-2025,924790,amazon logistics,pharmacy,truck,express,south,foggy,37.7,48,01:00:00 PM,11:00:00 PM,yes,failed,2,382.59
01-10-2025,924880,amazon logistics,cosmetics,ev van,same day,west,stormy,22,28.9,01:15:00 PM,12:45:00 PM,no,delivered,4,296.67
02-10-2025,924970,fedex,pharmacy,ev bike,two day,east,stormy,13.8,47.2,01:00:00 PM,12:55:00 PM,no,delivered,3,210.51
03-10-2025,925060,delhivery,clothing,ev van,same day,central,hot,29.9,32.8,03:10:00 PM,03:10:00 PM,no,delivered,5,347.75
04-10-2025,925150,fedex,clothing,ev bike,same day,west,foggy,102.6,2.2,03:25:00 PM,03:16:00 PM,no,delivered,3,619.69
05-10-2025,925240,ecom express,fragile items,bike,two day,south,stormy,160,35.8,03:35:00 PM,03:10:00 PM,no,delivered,4,907.46
06-10-2025,925330,ecom express,documents,scooter,express,central,hot,142.2,20.8,03:50:00 PM,03:40:00 PM,yes,delayed,3,823.28
07-10-2025,925420,dhl,pharmacy,scooter,standard,east,stormy,270.5,29.7,04:00:00 PM, 03:30:00 PM,no,delivered,4,1441.6
08-10-2025,925510,blue dart,furniture,bike,two day,south,hot,271.6,31,04:10:00 PM, 04:05:00 PM,no,delivered,4,1451.06
09-10-2025,925600,shadowfax,pharmacy,ev van,express,south,cold,55.9,44.1,04:30:00 PM, 04:19:00 PM,no,delivered,5,461.68
10-10-2025,925690,amazon logistics,documents,ev bike,express,west,cold,260.3,1.7,05:05:00 PM, 04:55:00 PM,no,delivered,4,1356.69
11-10-2025,925780,ecom express,documents,ev van,same day,north,stormy,169.6,29.8,05:20:00 PM, 05:10:00 PM,yes,delayed,3,1037.4
12-10-2025,925870,delhivery,cosmetics,scooter,standard,west,cold,221.7,3.5,05:20:00 PM, 05:18:00 PM,no,delivered,5,1118.88
13-10-2025,925960,ekart,clothing,ev van,express,north,foggy,237.5,8.2,05:25:00 PM, 05:16:00 PM,yes,delayed,3,1261.98
14-10-2025,926050,fedex,documents,ev van,same day,west,stormy,121.3,22.8,05:30:00 PM, 05:25:00 PM,yes,delayed,2,774.96
15-10-2025,926140,delhivery,automobile parts,bike,same day,west,clear,128,38.5,06:00:00 PM, 05:40:00 PM,no,delivered,5,855.47
16-10-2025,926230,amazon logistics,clothing,ev van,standard,east,clear,226.7,6.7,06:15:00 PM, 06:10:00 PM,no,delivered,4,1153.6
17-10-2025,926320,blue dart,pharmacy,bike,two day,north,foggy,247.1,1.6,06:30:00 PM, 06:28:00 PM,no,delivered,4,1240.3
18-10-2025,926410,shadowfax,clothing,van,express,east,stormy,132.3,23.6,06:45:00 PM, 06:10:00 PM,yes,delayed,2,782.33
19-10-2025,926500,ecom express,cosmetics,scooter,two day,central,foggy,74.8,6.5,07:00:00 PM, 06:28:00 PM,no,delivered,4,393.44
20-10-2025,926590,xpressbees,clothing,truck,two day,south,stormy,201.2,24.7,07:15:00 PM, 07:10:00 PM,no,delivered,5,1080.04
21-10-2025,926680,xpressbees,pharmacy,bike,same day,central,rainy,234.1,3.7,07:30:00 PM, 07:15:00 PM,yes,delayed,2,1281.51
22-10-2025,926770,ekart,groceries,ev van,two day,north,clear,229.7,42.5,07:45:00 PM, 07:30:00 PM,no,delivered,4,1275.97
23-10-2025,926860,amazon logistics,cosmetics,van,standard,central,hot,117.8,11.3,08:00:00 PM, 07:40:00 PM,no,delivered,5,622.75
24-10-2025,926950,dhl,electronics,ev van,express,south,rainy,55.5,20.8,08:15:00 PM, 08:10:00 PM,yes,delayed,3,389.78
25-10-2025,927040,delhivery,furniture,van,standard,west,rainy,150.6,13.3,08:30:00 PM, 08:28:00 PM,no,delivered,5,792.87
26-10-2025,927130,dhl,furniture,truck,express,south,cold,85.6,32.7,08:45:00 PM, 08:30:00 PM,yes,delayed,2,576.1
27-10-2025,927220,dhl,documents,ev bike,same day,west,clear,95.2,7,09:00:00 PM, 08:28:00 PM,no,delivered,4,597.09
28-10-2025,927310,fedex,documents,ev van,same day,west,foggy,205.8,15.6,10:25:00 AM,10:22:00 AM,no,delivered,5,1175.92
29-10-2025,927400,ekart,cosmetics,van,standard,east,stormy,97.6,14.9,10:30:00 AM, 10:25:00 AM,no,delivered,4,532.58
30-10-2025,927490,fedex,furniture,truck,standard,central,cold,241.1,49.5,10:30:00 AM,10:27:00 AM,no,delivered,5,1354.15
31-10-2025,927580,dhl,pharmacy,scooter,two day,central,foggy,118.5,41.9,10:35:00 AM, 10:29:00 AM,no,delivered,3,718.08
01-10-2025,927670,ekart,automobile parts,bike,express,north,rainy,51.9,13.4,10:40:00 AM,12:00:00 PM,yes,delayed,2,349.58
02-10-2025,927760,xpressbees,groceries,ev van,express,central,rainy,136.2,33,11:45:00 AM,12:00:00 PM,yes,delayed,2,829.94
19-10-2025,927850,ekart,fragile items,truck,same day,west,cold,105.7,42.4,11:50:00 AM,11:41:00 AM,no,delivered,5,755.79
19-10-2025,927940,xpressbees,automobile parts,van,standard,east,rainy,96.7,36.4,12:00:00 PM,11:52:00 AM,no,delivered,5,592.55
19-10-2025,928030,ekart,pharmacy,ev bike,express,north,hot,60.7,37.5,12:15:00 PM,12:07:00 PM,no,delivered,5,466.06
19-10-2025,928120,amazon logistics,clothing,ev bike,same day,west,cold,72.7,49.3,12:30:00 PM,12:13:00 PM,no,delivered,3,611.43
19-10-2025,928210,dhl,groceries,ev van,standard,south,hot,226.5,39.5,12:45:00 PM,12:21:00 PM,no,delivered,3,1250.85
19-10-2025,928300,delhivery,electronics,van,two day,north,stormy,229.6,2.1,01:00:00 PM,12:47:00 PM,no,delivered,4,1154.21
19-10-2025,928390,blue dart,cosmetics,bike,same day,north,stormy,127.5,22,01:15:00 PM,12:45:00 PM,yes,delayed,2,803.56
19-10-2025,928480,amazon logistics,documents,van,two day,north,foggy,87.5,30.9,01:00:00 PM,12:55:00 PM,no,delivered,4,530.2
11-10-2025,928570,amazon logistics,automobile parts,van,same day,south,stormy,187.6,49.5,03:10:00 PM,03:10:00 PM,yes,delayed,3,1187.04
12-10-2025,928660,blue dart,pharmacy,scooter,two day,north,hot,198.4,25.6,03:25:00 PM,03:16:00 PM,no,delivered,3,1068.71
13-10-2025,928750,shadowfax,furniture,truck,express,central,hot,165.6,45.9,03:35:00 PM,03:10:00 PM,no,delivered,5,1015.82
14-10-2025,928840,shadowfax,clothing,van,same day,south,clear,226.5,10.1,03:50:00 PM,03:40:00 PM,no,delivered,5,1262.77
15-10-2025,928930,blue dart,electronics,ev van,two day,east,rainy,126.8,20.3,04:00:00 PM, 03:30:00 PM,no,delivered,4,694.93
16-10-2025,929020,fedex,cosmetics,bike,two day,west,hot,195.1,11.2,04:10:00 PM, 04:05:00 PM,no,delivered,5,1009.16
17-10-2025,929110,xpressbees,cosmetics,ev bike,two day,north,foggy,154.3,36.2,04:30:00 PM, 04:19:00 PM,no,delivered,3,880.13
18-10-2025,929200,ecom express,documents,truck,express,south,foggy,96.4,38.3,05:05:00 PM, 04:55:00 PM,yes,delayed,3,646.93
19-10-2025,929290,amazon logistics,electronics,scooter,same day,north,cold,40.2,12.6,05:20:00 PM, 05:10:00 PM,no,delivered,5,338.89
20-10-2025,929380,delhivery,documents,van,same day,east,clear,57.6,32,05:20:00 PM, 05:18:00 PM,no,delivered,5,484
21-10-2025,929470,ekart,cosmetics,ev van,standard,central,cold,147.8,36.1,05:25:00 PM, 05:16:00 PM,no,delivered,4,847.36
22-10-2025,929560,dhl,pharmacy,van,express,east,stormy,60.8,49.1,05:30:00 PM, 05:25:00 PM,yes,delayed,3,501.33
23-10-2025,929650,blue dart,electronics,truck,same day,east,cold,288.8,2.8,06:00:00 PM, 05:40:00 PM,yes,delayed,3,1552.4
24-10-2025,929740,shadowfax,clothing,truck,same day,north,foggy,109.1,31.9,06:15:00 PM, 06:10:00 PM,no,delivered,5,741.26
25-10-2025,929830,delhivery,electronics,ev van,same day,central,hot,47.4,36,06:30:00 PM, 06:28:00 PM,no,delivered,3,444.85
26-10-2025,929920,blue dart,cosmetics,truck,same day,east,rainy,279.9,19.8,06:45:00 PM,11:00:00 PM,yes,failed,1,1558.84
27-10-2025,930010,delhivery,fragile items,ev van,same day,east,hot,251.9,11.5,07:00:00 PM, 06:28:00 PM,no,delivered,5,1393.85
28-10-2025,930100,ekart,groceries,ev van,same day,east,rainy,76.1,0.7,07:15:00 PM, 07:10:00 PM,no,delivered,5,482.36
29-10-2025,930190,xpressbees,cosmetics,bike,same day,east,cold,200.8,40.9,07:30:00 PM, 07:15:00 PM,no,delivered,4,1226.76
30-10-2025,930280,blue dart,electronics,ev van,express,north,stormy,216.9,5.2,07:45:00 PM,11:00:00 PM,yes,failed,1,1150.04
31-10-2025,930370,ecom express,pharmacy,ev van,standard,east,hot,148.8,11.7,08:00:00 PM, 07:40:00 PM,no,delivered,5,778.98
01-10-2025,930460,ekart,documents,bike,same day,east,cold,176.9,35.4,08:15:00 PM, 08:10:00 PM,no,delivered,3,1090.82
02-10-2025,930550,delhivery,fragile items,van,express,west,clear,253.1,36.3,08:30:00 PM, 08:28:00 PM,no,delivered,4,1424.37
03-10-2025,930640,dhl,furniture,scooter,two day,east,foggy,147.6,3.8,08:45:00 PM, 08:30:00 PM,no,delivered,3,749.37
04-10-2025,930730,xpressbees,fragile items,ev van,two day,central,stormy,137.6,40.7,09:00:00 PM, 08:28:00 PM,no,delivered,4,810.16
05-10-2025,930820,delhivery,pharmacy,van,express,west,clear,222.5,31,10:25:00 AM,12:00:00 PM,yes,delayed,2,1255.41
06-10-2025,930910,delhivery,furniture,scooter,standard,north,clear,283.2,2.9,10:30:00 AM, 10:25:00 AM,no,delivered,4,1424.64
07-10-2025,931000,amazon logistics,automobile parts,bike,standard,central,stormy,276.9,42.7,10:30:00 AM,10:27:00 AM,no,delivered,4,1512.51
08-10-2025,931090,shadowfax,automobile parts,ev bike,same day,east,rainy,185.3,32.5,10:35:00 AM,12:00:00 PM,yes,failed,1,1124.09
09-10-2025,931180,dhl,furniture,bike,two day,west,foggy,164.1,34.8,10:40:00 AM,10:34:00 AM,no,delivered,3,925.02
10-10-2025,931270,xpressbees,groceries,scooter,two day,south,hot,188.3,48.7,11:45:00 AM, 11:08:00 AM,no,delivered,3,1087.45
11-10-2025,931360,amazon logistics,pharmacy,truck,two day,west,hot,18.1,15.4,11:50:00 AM,11:41:00 AM,no,delivered,4,136.7
12-10-2025,931450,dhl,clothing,bike,standard,central,cold,267.1,39.9,12:00:00 PM,11:52:00 AM,no,delivered,5,1455.05
13-10-2025,931540,shadowfax,groceries,scooter,standard,north,clear,12,47.2,12:15:00 PM,12:07:00 PM,no,delivered,4,201.72
14-10-2025,931630,delhivery,fragile items,ev van,two day,west,clear,22.6,12.5,12:30:00 PM,12:13:00 PM,no,delivered,4,150.53
15-10-2025,931720,ekart,automobile parts,van,same day,west,clear,12.8,33.3,12:45:00 PM,12:21:00 PM,no,delivered,4,264.02
16-10-2025,931810,shadowfax,groceries,scooter,two day,south,hot,219,24.7,01:00:00 PM,12:47:00 PM,no,delivered,3,1168.95
17-10-2025,931900,blue dart,groceries,ev van,two day,south,clear,84.8,34.2,01:15:00 PM,12:45:00 PM,no,delivered,4,526.66
18-10-2025,931990,ecom express,fragile items,bike,same day,east,foggy,123.2,31.1,01:00:00 PM,12:55:00 PM,no,delivered,5,809.36
19-10-2025,932080,ecom express,clothing,scooter,express,east,clear,75.2,24.1,03:10:00 PM,03:10:00 PM,no,delivered,4,498.18
20-10-2025,932170,ekart,electronics,ev van,same day,east,hot,276.8,25.7,03:25:00 PM,03:16:00 PM,yes,delayed,2,1561.13
21-10-2025,932260,dhl,electronics,ev bike,same day,central,hot,297.1,8.2,03:35:00 PM,03:10:00 PM,no,delivered,5,1617.48
22-10-2025,932350,blue dart,electronics,van,two day,central,stormy,132.5,45.8,03:50:00 PM,03:40:00 PM,no,delivered,4,799.78
23-10-2025,932440,fedex,fragile items,ev van,two day,central,cold,245.2,18.2,04:00:00 PM, 03:30:00 PM,no,delivered,4,1280.48
24-10-2025,932530,blue dart,electronics,truck,standard,east,stormy,76.6,25.4,04:10:00 PM, 04:05:00 PM,no,delivered,4,459.17
25-10-2025,932620,dhl,documents,ev bike,two day,west,hot,195,28.9,04:30:00 PM, 04:19:00 PM,no,delivered,5,1061.76
26-10-2025,932710,fedex,pharmacy,ev van,same day,north,foggy,40.7,17.5,05:05:00 PM, 04:55:00 PM,no,delivered,5,356
27-10-2025,932800,shadowfax,pharmacy,truck,same day,north,cold,259.3,5,05:20:00 PM, 05:10:00 PM,yes,delayed,3,1411.47
28-10-2025,932890,shadowfax,fragile items,van,express,west,foggy,129.7,6.4,05:20:00 PM, 05:18:00 PM,yes,delayed,3,717.7
29-10-2025,932980,blue dart,automobile parts,truck,express,west,rainy,217.6,21.7,05:25:00 PM, 05:16:00 PM,yes,delayed,3,1203.01
30-10-2025,933070,amazon logistics,groceries,bike,two day,north,stormy,192.6,36.2,05:30:00 PM, 05:25:00 PM,no,delivered,5,1071.54
31-10-2025,933160,xpressbees,documents,van,standard,west,rainy,234.7,7.9,06:00:00 PM, 05:40:00 PM,no,delivered,4,1197.2
01-10-2025,933250,xpressbees,electronics,ev bike,same day,west,hot,114,48.1,06:15:00 PM, 06:10:00 PM,no,delivered,4,814.21
02-10-2025,933340,fedex,automobile parts,van,two day,west,stormy,181.2,31.9,06:30:00 PM, 06:28:00 PM,no,delivered,5,1001.79
03-10-2025,933430,ecom express,groceries,ev bike,two day,east,foggy,183.8,43.1,06:45:00 PM, 06:10:00 PM,no,delivered,4,1048.33
04-10-2025,933520,dhl,automobile parts,van,standard,west,clear,60.6,37.3,07:00:00 PM, 06:28:00 PM,no,delivered,4,414.75
05-10-2025,933610,amazon logistics,groceries,scooter,standard,west,foggy,56.9,17.8,07:15:00 PM, 07:10:00 PM,no,delivered,3,337.84
06-10-2025,933700,blue dart,cosmetics,bike,same day,east,stormy,213.2,32.7,07:30:00 PM,11:00:00 PM,yes,failed,1,1264.13
07-10-2025,933790,ekart,pharmacy,truck,standard,east,stormy,70.7,49.5,07:45:00 PM, 07:30:00 PM,no,delivered,5,502.6
08-10-2025,933880,fedex,cosmetics,scooter,two day,west,clear,188.4,1.3,08:00:00 PM, 07:40:00 PM,no,delivered,3,945.78
09-10-2025,933970,shadowfax,pharmacy,van,two day,north,clear,288.2,49.1,08:15:00 PM, 08:10:00 PM,no,delivered,4,1588.18
10-10-2025,934060,xpressbees,documents,truck,two day,central,hot,82,47,08:30:00 PM, 08:28:00 PM,no,delivered,4,551.03
11-10-2025,934150,ekart,electronics,bike,express,central,rainy,263.4,17,08:45:00 PM, 08:30:00 PM,yes,delayed,2,1418.09
12-10-2025,934240,amazon logistics,electronics,van,express,east,cold,158,24.7,09:00:00 PM,11:00:00 PM,yes,failed,2,914.1
13-10-2025,934330,ekart,groceries,scooter,same day,central,rainy,176.8,21.1,10:25:00 AM,12:00:00 PM,yes,delayed,2,1047.42
14-10-2025,934420,fedex,automobile parts,scooter,standard,west,foggy,81.2,22,10:30:00 AM, 10:25:00 AM,no,delivered,5,472.09
15-10-2025,934510,ecom express,pharmacy,ev van,same day,east,cold,277.8,10.3,10:30:00 AM,12:00:00 PM,yes,delayed,2,1520.02
16-10-2025,934600,fedex,cosmetics,ev van,two day,east,clear,213.7,35.4,10:35:00 AM, 10:29:00 AM,no,delivered,5,1174.7
17-10-2025,934690,xpressbees,documents,scooter,standard,west,cold,213.1,12.2,10:40:00 AM,10:34:00 AM,no,delivered,4,1101.98
18-10-2025,934780,ecom express,furniture,ev van,standard,south,clear,257,7.2,11:45:00 AM, 11:08:00 AM,no,delivered,3,1306.45
19-10-2025,934870,ecom express,groceries,scooter,express,east,rainy,34.1,0.7,11:50:00 AM,12:00:00 PM,yes,delayed,2,221.43
20-10-2025,934960,fedex,clothing,van,two day,east,rainy,31.1,2.1,12:00:00 PM,11:52:00 AM,no,delivered,4,161.74
21-10-2025,935050,dhl,pharmacy,ev van,express,east,hot,25.7,38.1,12:15:00 PM,12:07:00 PM,no,delivered,5,292.8
22-10-2025,935140,blue dart,groceries,bike,same day,east,stormy,264.7,29.3,12:30:00 PM,12:13:00 PM,yes,delayed,2,1511.4
23-10-2025,935230,fedex,groceries,van,two day,north,foggy,270.7,2,12:45:00 PM,12:21:00 PM,no,delivered,5,1359.53
24-10-2025,935320,ecom express,pharmacy,ev bike,express,west,stormy,129.1,47.7,01:00:00 PM,12:47:00 PM,yes,delayed,2,838.66
25-10-2025,935410,fedex,electronics,ev van,standard,east,stormy,200.2,17,01:15:00 PM,12:45:00 PM,no,delivered,3,1051.94
26-10-2025,935500,dhl,automobile parts,ev van,two day,north,hot,254.8,45.4,01:00:00 PM,12:55:00 PM,no,delivered,5,1410.32
27-10-2025,935590,delhivery,documents,ev van,express,south,foggy,108.6,29.5,03:10:00 PM,11:00:00 PM,yes,failed,1,681.59
28-10-2025,935680,dhl,cosmetics,ev van,same day,east,cold,79.7,36.7,03:25:00 PM,03:16:00 PM,no,delivered,5,608.6
29-10-2025,935770,ekart,cosmetics,van,two day,west,foggy,290.3,46.6,03:35:00 PM,03:10:00 PM,no,delivered,5,1591.3
30-10-2025,935860,ecom express,clothing,scooter,two day,south,cold,58.5,45.5,03:50:00 PM,03:40:00 PM,no,delivered,5,428.88
31-10-2025,935950,fedex,documents,van,two day,central,hot,150.9,24.1,04:00:00 PM, 03:30:00 PM,no,delivered,4,826.89
01-10-2025,936040,blue dart,groceries,bike,express,west,foggy,177.1,3,04:10:00 PM,11:00:00 PM,yes,failed,1,944.62
02-10-2025,936130,delhivery,fragile items,bike,same day,north,rainy,113.4,49,04:30:00 PM, 04:19:00 PM,yes,delayed,2,813.94
03-10-2025,936220,amazon logistics,pharmacy,ev van,express,north,stormy,148.1,18.9,05:05:00 PM, 04:55:00 PM,yes,delayed,2,847.29
04-10-2025,936310,ecom express,furniture,scooter,same day,west,clear,242.3,17.4,05:20:00 PM, 05:10:00 PM,yes,delayed,2,1363.73
05-10-2025,936400,xpressbees,fragile items,truck,express,east,foggy,216.2,33.5,05:20:00 PM, 05:18:00 PM,yes,delayed,2,1231.41
06-10-2025,936490,blue dart,furniture,scooter,two day,north,stormy,238.8,37.8,05:25:00 PM, 05:16:00 PM,no,delivered,5,1307.49
07-10-2025,936580,delhivery,fragile items,truck,two day,central,foggy,85.5,29.9,05:30:00 PM, 05:25:00 PM,no,delivered,5,517.2
08-10-2025,936670,blue dart,cosmetics,van,two day,north,clear,80.3,38.3,06:00:00 PM, 05:40:00 PM,no,delivered,5,516.31
09-10-2025,936760,xpressbees,clothing,bike,express,east,stormy,75.8,2.8,06:15:00 PM, 06:10:00 PM,yes,delayed,3,437.28
10-10-2025,936850,xpressbees,groceries,van,two day,north,cold,161,42.3,06:30:00 PM, 06:28:00 PM,no,delivered,4,932.02
11-10-2025,936940,amazon logistics,electronics,ev bike,standard,central,foggy,49.3,26.9,06:45:00 PM, 06:10:00 PM,no,delivered,4,327.05
12-10-2025,937030,delhivery,documents,ev bike,same day,east,foggy,289.6,15.9,07:00:00 PM, 06:28:00 PM,yes,delayed,2,1595.61
13-10-2025,937120,blue dart,electronics,scooter,standard,west,hot,246.4,10.6,07:15:00 PM, 07:10:00 PM,no,delivered,5,1263.83
14-10-2025,937210,ecom express,electronics,scooter,same day,central,clear,295.1,29.9,07:30:00 PM, 07:15:00 PM,no,delivered,5,1632.72
15-10-2025,937300,ecom express,electronics,ev bike,two day,south,cold,74.2,36.7,07:45:00 PM, 07:30:00 PM,no,delivered,5,481.1
16-10-2025,937390,xpressbees,cosmetics,van,two day,south,foggy,194.5,38.2,08:00:00 PM, 07:40:00 PM,no,delivered,5,1087.13
17-10-2025,937480,delhivery,groceries,bike,express,west,hot,272.2,24,08:15:00 PM, 08:10:00 PM,yes,delayed,2,1482.91
18-10-2025,937570,delhivery,furniture,bike,two day,central,rainy,133,7.4,08:30:00 PM, 08:28:00 PM,no,delivered,5,687.17
19-10-2025,937660,delhivery,cosmetics,van,standard,north,rainy,145.9,23.6,08:45:00 PM, 08:30:00 PM,no,delivered,3,800.33
20-10-2025,937750,xpressbees,fragile items,scooter,same day,east,hot,13.1,24,09:00:00 PM, 08:28:00 PM,no,delivered,4,237.44
21-10-2025,937840,amazon logistics,furniture,bike,express,south,rainy,287.2,0.9,10:25:00 AM,12:00:00 PM,yes,delayed,2,1488.76
22-10-2025,937930,shadowfax,furniture,ev bike,standard,north,hot,222.8,26.9,10:30:00 AM, 10:25:00 AM,no,delivered,3,1194.82
23-10-2025,938020,ekart,pharmacy,van,two day,north,hot,290,29.6,10:30:00 AM,10:27:00 AM,no,delivered,5,1538.71
24-10-2025,938110,xpressbees,groceries,ev bike,two day,east,hot,67.6,34.2,10:35:00 AM, 10:29:00 AM,no,delivered,5,440.45
25-10-2025,938200,delhivery,groceries,bike,standard,north,hot,232,2.8,10:40:00 AM,10:34:00 AM,no,delivered,5,1168.43
26-10-2025,938290,amazon logistics,documents,van,express,west,foggy,63.3,11.1,11:45:00 AM,12:00:00 PM,yes,delayed,2,399.86
27-10-2025,938380,ecom express,clothing,van,same day,north,cold,46.4,29.4,11:50:00 AM,11:41:00 AM,no,delivered,4,420.17
28-10-2025,938470,xpressbees,clothing,truck,standard,east,cold,275.1,39.7,12:00:00 PM,11:52:00 AM,no,delivered,5,1494.6
29-10-2025,938560,amazon logistics,pharmacy,ev van,express,south,foggy,39.3,8.7,12:15:00 PM,12:07:00 PM,no,delivered,5,272.48
30-10-2025,938650,shadowfax,fragile items,van,standard,east,clear,201.9,19.6,12:30:00 PM,12:13:00 PM,no,delivered,3,1068.15
31-10-2025,938740,fedex,groceries,van,standard,north,clear,125.4,26.5,12:45:00 PM,12:21:00 PM,no,delivered,3,706.53
01-10-2025,938830,ekart,electronics,ev van,standard,north,foggy,279.1,26.1,01:00:00 PM,12:47:00 PM,no,delivered,5,1473.8
02-10-2025,938920,ecom express,pharmacy,van,same day,south,clear,155.3,30.9,01:15:00 PM,12:45:00 PM,no,delivered,5,969.26
03-10-2025,939010,xpressbees,automobile parts,van,same day,west,cold,192.5,24,01:00:00 PM,12:55:00 PM,no,delivered,4,1134.47
04-10-2025,939100,blue dart,furniture,bike,express,east,foggy,228.8,25.9,03:10:00 PM,11:00:00 PM,yes,failed,1,1271.58
05-10-2025,939190,ecom express,electronics,ev bike,standard,south,foggy,106.1,11.8,03:25:00 PM,03:16:00 PM,no,delivered,4,565.96
06-10-2025,939280,delhivery,electronics,bike,two day,east,stormy,282,1.6,03:35:00 PM,03:10:00 PM,no,delivered,4,1414.74
07-10-2025,939370,shadowfax,furniture,scooter,same day,central,cold,23.2,41.3,03:50:00 PM,03:40:00 PM,no,delivered,4,339.99
08-10-2025,939460,blue dart,fragile items,van,two day,central,stormy,39.5,21.2,04:00:00 PM, 03:30:00 PM,no,delivered,5,260.95
09-10-2025,939550,shadowfax,electronics,van,two day,east,hot,200.4,15.4,04:10:00 PM, 04:05:00 PM,no,delivered,3,1048.29
10-10-2025,939640,dhl,cosmetics,bike,same day,east,stormy,131,45.4,04:30:00 PM, 04:19:00 PM,yes,delayed,2,891.14
11-10-2025,939730,dhl,fragile items,truck,standard,south,foggy,103.3,18.3,05:05:00 PM, 04:55:00 PM,no,delivered,5,571.28
12-10-2025,939820,xpressbees,electronics,ev van,two day,west,clear,227.1,32.2,05:20:00 PM, 05:10:00 PM,no,delivered,5,1231.95
13-10-2025,939910,xpressbees,clothing,bike,standard,central,hot,230.4,3.1,05:20:00 PM, 05:18:00 PM,no,delivered,3,1161.15
14-10-2025,940000,dhl,electronics,van,same day,central,foggy,261,21.3,05:25:00 PM, 05:16:00 PM,yes,delayed,2,1468.87
15-10-2025,940090,ecom express,pharmacy,truck,standard,south,cold,52.8,5.9,05:30:00 PM, 05:25:00 PM,no,delivered,4,281.55
16-10-2025,940180,fedex,clothing,scooter,two day,west,clear,243.5,49.5,06:00:00 PM, 05:40:00 PM,no,delivered,4,1367.2
17-10-2025,940270,blue dart,automobile parts,truck,two day,north,cold,202.6,39,06:15:00 PM, 06:10:00 PM,no,delivered,5,1129.97
18-10-2025,940360,delhivery,electronics,van,two day,north,hot,256,15.6,06:30:00 PM, 06:28:00 PM,no,delivered,5,1326.77
19-10-2025,940450,blue dart,pharmacy,bike,express,west,rainy,179,46.1,06:45:00 PM, 06:10:00 PM,yes,delayed,2,1083.39
20-10-2025,940540,xpressbees,fragile items,ev van,same day,east,stormy,264.8,47.8,07:00:00 PM, 06:28:00 PM,yes,delayed,3,1567.34
21-10-2025,940630,fedex,clothing,ev van,standard,south,hot,232.9,17.8,07:15:00 PM, 07:10:00 PM,no,delivered,5,1217.84
22-10-2025,940720,dhl,documents,van,two day,east,hot,279.5,29,07:30:00 PM, 07:15:00 PM,no,delivered,4,1484.44
23-10-2025,940810,fedex,fragile items,bike,standard,east,rainy,194.8,21.3,07:45:00 PM, 07:30:00 PM,no,delivered,5,1037.87
24-10-2025,940900,amazon logistics,electronics,bike,two day,south,hot,124.3,41.1,08:00:00 PM, 07:40:00 PM,no,delivered,5,744.71
25-10-2025,940990,shadowfax,groceries,ev van,standard,east,clear,119.7,1.6,08:15:00 PM, 08:10:00 PM,no,delivered,4,603.33
